ID,Text,Region,Context,Surface_Meaning,Intended_Meaning,Intent_Type,Emotion,Emotion_Intensity,Sarcasm,Sarcasm_Intensity,Polarity_Surface,Polarity_Intent,Relation,Customer_Service,Complaint,Escalation_Risk,Explanation,Source
485,سبحان الله، سياسة العمل عن بعد تغيرت ثلاث مرات خلال نفس الربع.,الشمالية,غيّرت الشركة سياسة العمل عن بعد ثلاث مرات خلال ثلاثة أشهر فقط، مما أربك خطط الموظفين الشخصية بشكل متكرر.,محايد,استياء واستغراب من تذبذب متكرر في السياسات,شكوى,ارتباك,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,متوسط,التذبذب الفعلي المتكرر في السياسة خلال فترة قصيرة يجعل الاستغراب هنا استياءً حقيقيًا من ضعف الاستقرار الإداري.,Dataset4_1000
486,أقدر جهودكم في المشروع، بس صراحة توزيع المهام ما كان عادل بيننا.,سعودية عامة,لاحظ عضو فريق أن توزيع المهام في مشروع جماعي لم يكن متوازنًا، حيث تحمّل بعض الأعضاء عبئًا أكبر من غيرهم.,محايد,تقييم صريح يجمع بين التقدير وانتقاد التوزيع,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,لا,لا,منخفض,الجملة توازن صريح بين تقدير الجهد الجماعي والانتقاد المباشر لعدالة توزيع المهام دون أي سخرية.,Dataset4_1000
487,والله المكتب الجديد فرق كبير، إضاءة أفضل ومساحة أوسع للتركيز.,الوسطى,انتقل فريق عمل لمكتب جديد أفضل تجهيزًا من ناحية الإضاءة والمساحة مقارنة بالمكتب القديم الضيق والمظلم.,مدح,رضا حقيقي عن تحسن ملموس في بيئة العمل,مدح,رضا,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المقارنة الواضحة بالمكتب القديم تعزز صدق الرضا عن التحسن الفعلي في بيئة العمل الجديدة.,Dataset4_1000
488,طيب ليش نظام تقييم الأداء يعتمد على معايير ما تنطبق على طبيعة شغلنا أصلًا؟,الحجازية,استخدمت الإدارة نظام تقييم أداء موحد لجميع الأقسام، رغم أن بعض المعايير لا تتناسب مع طبيعة عمل قسم تقني معين.,محايد,استياء مباشر من عدم ملاءمة نظام تقييم عام,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,متوسط,عدم الملاءمة الفعلية بين معايير التقييم وطبيعة العمل يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
489,أشكر فريق الموارد البشرية على سرعة معالجة طلب الإجازة الطارئة.,الشرقية,واجه موظف ظرفًا عائليًا طارئًا، وعالج قسم الموارد البشرية طلب إجازته الطارئة بسرعة ودون أي تعقيد إجرائي.,مدح,امتنان حقيقي لسرعة استجابة في ظرف حساس,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,السرعة الفعلية في ظرف حساس وطارئ تجعل الامتنان المعبر عنه صادقًا وعميقًا.,Dataset4_1000
490,عجيب كيف كل مبادرة نطرحها تتم الموافقة عليها بس ما تُنفذ فعليًا أبدًا.,الجنوبية,طرح فريق عمل عدة مبادرات تحسينية حصلت على موافقة الإدارة مبدئيًا، لكن أيًا منها لم يُنفذ فعليًا على أرض الواقع.,محايد,سخرية من فجوة بين الموافقة والتنفيذ الفعلي,سخرية,إحباط,3,نعم,2,محايد,سلبي,مرتبط جزئيًا,لا,لا,متوسط,كلمة عجيب هنا تحمل سخرية واضحة من نمط متكرر يتمثل بالموافقة الشكلية دون أي تنفيذ فعلي على أرض الواقع.,Dataset4_1000
491,والله فخورين فيكم يا إدارة الجودة، لاحظنا فرق واضح بعد التدريب الأخير.,الشمالية,نظمت إدارة الجودة برنامج تدريب لموظفين، وظهر تحسن ملموس في جودة العمل بعد فترة قصيرة من التدريب.,مدح,تقدير حقيقي لأثر تدريبي فعلي وملموس,مدح,فخر,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الأثر الفعلي الملموس للتدريب الموصوف في السياق يجعل التقدير صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
492,سبحان الله، نفس الطريق اللي أمشيه كل يوم صار فيه حفرة جديدة كل أسبوع.,سعودية عامة,لاحظ سائق ظهور حفر جديدة بشكل متكرر في نفس الطريق الذي يسلكه يوميًا دون أي إصلاح دائم من الجهة المسؤولة.,محايد,استياء واستغراب من تكرار المشكلة دون حل جذري,شكوى,إحباط,3,لا,0,محايد,سلبي,مرتبط,لا,نعم,منخفض,التكرار الفعلي للمشكلة دون حل دائم يجعل الاستغراب هنا استياءً حقيقيًا من غياب صيانة جذرية للطريق.,Dataset4_1000
493,والله جارنا الجديد إنسان محترم، ولا سمعنا منه صوت مزعج من يوم ما جا.,الوسطى,انتقل جار جديد لشقة مجاورة، وكان هادئًا ومحترمًا في تعامله منذ وصوله دون أي إزعاج يُذكر.,مدح,رضا حقيقي وصادق عن جار محترم,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الهدوء الفعلي والاحترام الموصوفان في السياق يجعلان الرضا المعبر عنه صادقًا ومباشرًا.,Dataset4_1000
494,عساك بخير، بس هذي رابع مرة تنسى تجيب اللي طلبته منك.,الحجازية,طلب المتحدث من أخيه إحضار غرض معين من المتجر للمرة الرابعة، ونسيه الأخ في كل مرة سابقة رغم التذكير.,محايد,عتاب مباشر مغلف بدعاء افتتاحي,عتاب,نفاد صبر,2,لا,0,محايد,سلبي,غير مرتبط,لا,لا,منخفض,تكرار النسيان أربع مرات متتالية يجعل الدعاء الافتتاحي عتابًا حقيقيًا وليس مجرد تحية عابرة.,Dataset4_1000
495,يا سلام عليكم، أول مرة أشوف الطريق فاضي بهالوقت بالضبط.,الشرقية,فوجئ سائق بخلو الطريق من الازدحام المعتاد في وقت الذروة، وهو ما لم يحدث معه من قبل في نفس التوقيت.,إيجابي,استغراب إيجابي حقيقي من موقف نادر ومريح,حياد,ارتياح,2,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الاستغراب هنا إيجابي وصادق تمامًا، فهو ناتج عن موقف نادر ومريح وليس سخرية من أي شيء.,Dataset4_1000
496,للأسف حسيت بخيبة أمل لما المطعم اللي حجزنا فيه اتضح إنه مقفول من شهر.,الجنوبية,حجزت مجموعة أصدقاء طاولة عبر تطبيق حجوزات لمطعم معين، لكنهم اكتشفوا عند الوصول أن المطعم مغلق نهائيًا منذ شهر كامل.,سلبي,خيبة أمل مباشرة من بيانات غير محدثة في التطبيق,شكوى,خيبة أمل,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,منخفض,الفجوة الواضحة بين بيانات التطبيق والواقع الفعلي تجعل خيبة الأمل مباشرة ومبررة تمامًا دون أي مبالغة.,Dataset4_1000
497,عجيب كيف كل تعليق أكتبه على المنشور يوصله رد بعد يوم كامل بالظبط.,الشمالية,لاحظ مستخدم منصة تواصل اجتماعي نمطًا متكررًا لتأخر الردود على تعليقاته بمقدار يوم كامل في كل مرة.,محايد,استغراب واستياء خفيف من نمط تأخير متكرر,شكوى,نفاد صبر,2,نعم,2,محايد,سلبي,مرتبط جزئيًا,لا,لا,منخفض,تحديد النمط الزمني المتكرر بدقة يحمل سخرية خفيفة من بطء التفاعل المتكرر على المنصة.,Dataset4_1000
498,والله فرحانين لكم على الزواج، تستاهلون كل خير وسعادة.,سعودية عامة,تزوج صديق مقرب للمتحدث بعد فترة خطوبة طويلة، فهنأه أصدقاؤه بصدق وفرح حقيقي بهذه المناسبة السعيدة.,مدح,تهنئة حقيقية وصادقة بمناسبة سعيدة,تشجيع,فرح,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المناسبة السعيدة الحقيقية الموصوفة في السياق تجعل التهنئة صادقة تمامًا دون أي التباس.,Dataset4_1000
499,طيب ليه كل مرة أطلب توصيل من نفس المنطقة يطلع السعر مختلف حسب الوقت؟,الوسطى,لاحظ عميل تطبيق توصيل أن سعر نفس الرحلة لنفس المسافة يتغير بشكل كبير حسب وقت الطلب دون تفسير واضح للمعايير.,محايد,استفسار يحمل استياءً من تسعير متغير وغير واضح,استفسار,ارتباك,2,لا,0,محايد,سلبي,مرتبط جزئيًا,نعم,نعم,منخفض,الاستفسار المباشر يحمل استياءً خفيفًا من غياب شفافية واضحة حول آلية تغير الأسعار حسب الوقت.,Dataset4_1000
500,عاشت الأيادي على تنظيم السوق الخيري، أحسن دورة أحضرها من زمان.,الحجازية,حضر شخص فعالية سوق خيري كانت منظمة بشكل ممتاز من ناحية المساحات والخدمات مقارنة بدورات سابقة حضرها.,مدح,إعجاب حقيقي بتنظيم متميز مقارنة بتجارب سابقة,مدح,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المقارنة الضمنية بدورات سابقة أقل تنظيمًا تعزز صدق الإعجاب بالتنظيم المتميز لهذه الدورة تحديدًا.,Dataset4_1000
501,اتصلت أسأل عن سبب توقف الخط، قالوا فاتورة متأخرة وأنا دافع أول بأول.,الوسطى,فوجئ مشترك بقطع خدمة الهاتف بسبب فاتورة وصفتها الشركة بالمتأخرة، رغم أن سجل مدفوعاته يظهر التزامًا منتظمًا شهريًا.,محايد,استياء مباشر من خطأ إداري في تصنيف حالة الدفع,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,التناقض بين سجل الدفع المنتظم وقرار القطع الفعلي يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
502,يا هلا فيكم، لقيت خيار تجربة الشبكة قبل التفعيل النهائي، فكرة تطمّن قبل الالتزام.,الحجازية,أتاحت شركة اتصالات للمشتركين الجدد فترة تجربة قصيرة لتغطية الشبكة قبل تفعيل الاشتراك النهائي بشكل كامل.,مدح,استحسان حقيقي لخيار يقلل مخاطرة القرار,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لتقليل مخاطرة الاشتراك تجعل الاستحسان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
503,سبحان الله، رصيدي البياني يخلص بثلاثة أيام رغم إني ما غيرت طريقة استخدامي.,الشرقية,لاحظ مشترك أن باقة بياناته الشهرية أصبحت تنفد خلال ثلاثة أيام فقط دون أي تغيير في نمط استخدامه المعتاد.,محايد,استغراب واستياء من استهلاك غير مبرر للباقة,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,ثبات نمط الاستخدام مع تغير سرعة الاستهلاك يجعل الاستغراب هنا استياءً منطقيًا يستحق المتابعة.,Dataset4_1000
504,عاشت الأيادي، رجعوا لي المبلغ المخصوم بالغلط قبل ما أشتكي أصلًا.,الجنوبية,اكتشف بنك خصمًا خاطئًا من حساب عميل، وقام بإعادته تلقائيًا قبل أن يلاحظ العميل الخطأ أو يقدم أي شكوى.,مدح,امتنان حقيقي لمبادرة تصحيح ذاتية واستباقية,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المبادرة الذاتية للتصحيح قبل أي شكوى من العميل تجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
505,طيب ليه رسالة التنبيه توصل بعد ما تصير العملية مو قبلها؟,الشمالية,استلم عميل بنكي رسالة تنبيه بعملية سحب من حسابه بعد تنفيذها فعليًا بدل أن تصله قبل تأكيدها كإجراء أمني.,محايد,استياء مباشر من ضعف الفائدة الأمنية للتنبيه,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,توقيت التنبيه بعد التنفيذ يجعله عديم الفائدة أمنيًا، وهذا يبرر الاستياء المباشر دون أي تأويل معقد.,Dataset4_1000
506,والله فرحانة، لقيت خيار الدفع بالتقسيط داخل نفس صفحة السلة بدون ما أطلع لتطبيق ثاني.,سعودية عامة,أضاف متجر إلكتروني خيار تقسيط الدفع مباشرة داخل صفحة السلة، مما وفر على العميلة خطوات إضافية كانت معتادة سابقًا.,مدح,رضا حقيقي عن تبسيط عملي لإجراء الدفع,مدح,فرح,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التبسيط الفعلي الموصوف في السياق يجعل الرضا المعبر عنه صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
507,عجيب، صورة المنتج بالموقع فيها خمس ألوان بس المتاح فعليًا لون واحد بس.,الوسطى,عرض متجر إلكتروني صورة منتج بخمسة ألوان مختلفة، لكن عند محاولة الطلب اكتشف العميل أن لونًا واحدًا فقط متاح فعليًا.,محايد,استياء من تضليل بصري في عرض الخيارات المتاحة,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,الفجوة الواضحة بين الصورة المعروضة والتوفر الفعلي تجعل الاستياء منطقيًا ومباشرًا دون أي غموض.,Dataset4_1000
508,تسلمون، رجعتوا تراجعون طلبي قبل الشحن ولقيتوا خطأ في العنوان من نفسكم.,الحجازية,راجع متجر إلكتروني طلبات العملاء قبل الشحن، واكتشف خطأ في عنوان أحد الطلبات فصححه قبل أن يتسبب في تأخير فعلي.,مدح,امتنان حقيقي لمراجعة استباقية منعت مشكلة محتملة,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المراجعة الاستباقية الفعلية التي منعت مشكلة محتملة تجعل الامتنان صادقًا ومباشرًا.,Dataset4_1000
509,للأسف السائق وصل واتصل مرة وحدة بس وسكر لما ما رديت بثواني.,الشرقية,اتصل سائق توصيل بالعميل مرة واحدة فقط، وأنهى المكالمة بسرعة كبيرة قبل أن يتمكن العميل من الرد في الوقت المناسب.,سلبي,استياء مباشر من عدم إعطاء وقت كافٍ للرد,شكوى,إحباط,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,قصر المدة الفعلية المتاحة للرد قبل إنهاء المكالمة يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
510,يا سلام، صار فيه تتبع مباشر على الخريطة لموقع السائق لحظة بلحظة.,الجنوبية,أضافت شركة توصيل خاصية تتبع مباشر لموقع السائق على الخريطة أثناء الطريق، وهو ما لم يكن متاحًا في السابق.,مدح,استحسان حقيقي لميزة عملية جديدة ومفيدة,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة الجديدة تجعل الاستحسان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
511,عساها ما تتكرر، وصلني كرتون فاضي بدل الطلب اللي طلبته.,الشمالية,استلم عميل كرتونًا فارغًا تمامًا بدلاً من المنتج الذي طلبه، مما يشير إلى خطأ جسيم في عملية التعبئة أو الشحن.,سلبي,استياء مباشر وشديد من خطأ جسيم في التعبئة,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,خطورة الخطأ الموصوف (كرتون فارغ تمامًا) تجعل الاستياء مباشرًا ويرفع احتمالية التصعيد بشكل واضح.,Dataset4_1000
512,والله المطعم صار يبعث رسالة يسأل عن رأينا بالطلب، لفتة حلوة ومهنية.,سعودية عامة,بدأ مطعم بإرسال رسالة قصيرة بعد كل طلب يسأل فيها عن رضا العميل عن الوجبة والخدمة بشكل احترافي.,مدح,استحسان حقيقي لمبادرة اهتمام مهنية بعد الخدمة,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,المبادرة المهنية الفعلية الموصوفة في السياق تجعل الاستحسان صادقًا وليس مجاملة عابرة.,Dataset4_1000
513,طيب ليش يكتبون وقت التحضير عشر دقايق والطلب ياخذ نص ساعة فعليًا؟,الوسطى,أظهر تطبيق مطعم وقت تحضير متوقع بعشر دقائق، لكن الطلب استغرق فعليًا نصف ساعة كاملة دون أي تفسير للفارق.,محايد,استياء مباشر من عدم دقة الوقت المعلن,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,الفارق الكبير بين الوقت المعلن والفعلي يجعل الاستياء منطقيًا ومباشرًا دون أي حاجة لتأويل إضافي.,Dataset4_1000
514,سبحان الله، نفس التطبيق يشتغل زين على جوالي وبطيء جدًا على جوال زوجي.,الحجازية,لاحظ مستخدم أن أداء نفس التطبيق يختلف بشكل كبير بين جهازين مختلفين دون سبب تقني واضح لهذا التفاوت.,محايد,استغراب حقيقي من تفاوت أداء غير مفهوم,استفسار,ارتباك,2,لا,0,محايد,محايد,مرتبط,نعم,لا,منخفض,الاستغراب هنا موضوعي وحقيقي دون أي دلالة على سخرية، فهو ملاحظة تقنية بحتة تستحق المتابعة.,Dataset4_1000
515,يعطيكم العافية، صار فيه وضع توفير بيانات يقلل استهلاك التطبيق للنت.,الشرقية,أضافت شركة تطبيق وضعًا جديدًا يقلل استهلاك بيانات الإنترنت عند استخدام التطبيق، مفيد للمستخدمين ذوي الباقات المحدودة.,مدح,امتنان حقيقي لميزة عملية تخدم احتياجًا فعليًا,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة تجعل الامتنان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
516,للأسف كل مرة أرفع صورة الملف الشخصي يرجع يمسحها التطبيق من نفسه.,الجنوبية,يواجه مستخدم مشكلة متكررة تتمثل في حذف صورة ملفه الشخصي تلقائيًا من التطبيق دون أي تدخل منه بعد كل تحديث.,سلبي,استياء مباشر من خلل تقني متكرر ومزعج,شكوى,نفاد صبر,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,التكرار الفعلي للمشكلة عبر عدة تحديثات يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
517,عاشت الأيادي، الفني ما اكتفى بالحل، رجع بعد يومين يتأكد إن كل شي تمام.,الشمالية,أصلح فني دعم تقني مشكلة جهاز عميل، ثم تابع بشكل استباقي بعد يومين للتأكد من استقرار الحل دون أن يُطلب منه ذلك.,مدح,تقدير حقيقي لمتابعة استباقية تفوق المطلوب,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المتابعة الاستباقية غير المطلوبة الموصوفة في السياق تجعل التقدير صادقًا وليس مجرد شكر روتيني.,Dataset4_1000
518,طيب ليش أشرح المشكلة كتابيًا وبعدها يطلبون مني أعيد شرحها صوتيًا لموظف ثاني؟,سعودية عامة,شرح عميل مشكلته التقنية بالتفصيل عبر الدردشة، ثم طُلب منه إعادة الشرح كاملاً هاتفيًا لموظف آخر دون الاستفادة من الشرح المكتوب.,محايد,استياء مباشر من ازدواجية غير مبررة في الإجراء,شكوى,إحباط,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,الازدواجية الفعلية في الشرح دون استفادة من المحاولة الأولى تجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
519,والله ريحوني، صار فيه ملخص تلقائي للمكالمة يوصلني بعد الاتصال مباشرة.,الوسطى,بدأ مركز اتصال بإرسال ملخص نصي تلقائي لأهم نقاط المكالمة فور انتهائها، مما ساعد العميل على تذكر التفاصيل المتفق عليها.,مدح,رضا حقيقي عن ميزة عملية تحسّن تجربة المتابعة,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة الجديدة تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
520,عجيب، حجزت موعد أسنان وبعد أسبوع نسوا يذكّروني رغم إني فعّلت التنبيهات.,الحجازية,فعّل عميل خاصية التنبيهات لموعد أسنان محجوز مسبقًا، لكنه لم يصله أي تذكير رغم اقتراب الموعد بشكل كبير.,محايد,استياء من خلل في خاصية مفعّلة صراحة,شكوى,قلق,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,مخالفة إعداد مفعّل صراحة من العميل تجعل الاستياء منطقيًا ومباشرًا دون أي غموض.,Dataset4_1000
521,يا هلا، قدرت أضيف أكثر من شخص لنفس الحجز بضغطة وحدة بدل ما أحجز لكل واحد لحاله.,الشرقية,أضافت منصة حجوزات خاصية حجز جماعي تتيح إضافة عدة أشخاص لنفس الموعد بخطوة واحدة بدلاً من حجوزات منفصلة.,مدح,استحسان حقيقي لميزة عملية توفر وقتًا وجهدًا,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة الجديدة تجعل الاستحسان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
522,للأسف حجزت موعد قبل شهر وجاني اتصال يقول الموظف المختص استقال.,الجنوبية,حجز عميل موعدًا مع أخصائي معين قبل شهر كامل، لكنه فوجئ باتصال يخبره باستقالة الأخصائي قبل الموعد بيومين فقط.,سلبي,استياء مباشر من تأخر إبلاغ بتغيير جوهري,شكوى,إحباط,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,تأخر الإبلاغ عن تغيير جوهري لموعد محجوز منذ فترة طويلة يجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
523,سبحان الله، المنصة الحكومية صارت تدعم تسجيل الدخول بالوجه بدل كلمة المرور.,الشمالية,أضافت منصة حكومية خاصية تسجيل دخول عبر التعرف على الوجه بدلاً من الاعتماد فقط على كلمة المرور التقليدية.,محايد,استحسان حقيقي لتحسن تقني في سهولة الوصول,مدح,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التحسن التقني الفعلي الموصوف في السياق يجعل الاستحسان صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
524,طيب ليش نفس البيانات تتكرر تعبئتها في ثلاث خدمات مختلفة بنفس المنصة؟,سعودية عامة,لاحظ مستخدم منصة حكومية أنه يضطر لإدخال نفس بياناته الشخصية بشكل منفصل عند استخدام ثلاث خدمات مختلفة داخل نفس المنصة الموحدة.,محايد,استياء مباشر من غياب ربط فعلي بين الخدمات,شكوى,إحباط,2,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,غياب الربط الفعلي بين الخدمات رغم توحيد المنصة يجعل الاستياء منطقيًا ومباشرًا دون أي مبالغة.,Dataset4_1000
525,والله فرحانين، صار فيه دعم فني عبر الفيديو بدل ما نشرح بالكلام بس.,الوسطى,أضافت جهة حكومية خيار دعم فني عبر مكالمة فيديو، مما سهّل شرح مشاكل تقنية بصرية كان يصعب توضيحها بالكلام فقط.,مدح,رضا حقيقي عن ميزة عملية تحسن جودة الدعم,شكر,فرح,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة الجديدة تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
526,عجيب، اشتركت بخدمة مدتها سنة ودفعت كامل المبلغ، ورجعوا يبعثون لي إعلانات تجديد بعد شهرين بس.,الحجازية,اشترك عميل في خدمة سنوية ودفع المبلغ كاملاً، لكنه بدأ يستلم رسائل تسويقية لتجديد الاشتراك بعد شهرين فقط من بداية المدة.,محايد,استغراب واستياء من رسائل تسويقية غير منطقية التوقيت,شكوى,استياء,2,نعم,2,محايد,سلبي,غير مرتبط,نعم,نعم,منخفض,التوقيت غير المنطقي لرسائل التجديد المبكرة يحمل استياءً وسخرية خفيفة من ضعف تخصيص التسويق حسب حالة العميل الفعلية.,Dataset4_1000
527,تسلمون، صار فيه خيار مشاركة الاشتراك مع أفراد العائلة بسعر واحد بدل كل واحد لحاله.,الشرقية,أضافت شركة اشتراكات خطة عائلية تتيح مشاركة نفس الاشتراك بين عدة أفراد بسعر موحد بدلاً من اشتراكات منفصلة أغلى.,مدح,رضا حقيقي عن خيار عملي واقتصادي مفيد,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,الفائدة الاقتصادية والعملية الفعلية لهذا الخيار الجديد تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
528,للأسف ألغيت الاشتراك ورجعوا يخصمون مني رسوم شهر كامل زيادة.,الجنوبية,ألغى مشترك اشتراكه في منتصف الشهر، لكنه فوجئ بخصم رسوم شهر كامل إضافي رغم الإلغاء الفعلي في منتصف الدورة.,سلبي,استياء مباشر من احتساب رسوم غير مستحقة,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,احتساب رسوم لفترة لم يستخدمها العميل فعليًا بعد الإلغاء يجعل الاستياء منطقيًا ويرفع احتمالية التصعيد.,Dataset4_1000
529,والله ما توقعت، اتصل بي مندوب يشرح لي مزايا خطة أوفر لي فلوس بدل ما يبيعني الأغلى.,الشمالية,اتصل مندوب مبيعات بعميل واقترح عليه خطة اشتراك أرخص تناسب استخدامه الفعلي بدلاً من الترويج للخطة الأغلى سعرًا.,مدح,إعجاب حقيقي بنزاهة تفوق التوقع في المبيعات,مدح,فرح,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,النزاهة الفعلية غير المتوقعة في تقديم النصح الأنسب للعميل تجعل الإعجاب صادقًا وليس مجاملة عابرة.,Dataset4_1000
530,طيب ليش خط الدعم يرد بس أيام الأسبوع وأنا أشتغل بنفس الأوقات؟,سعودية عامة,يعمل عميل بنفس ساعات دوام الأسبوع الرسمية، مما يجعله غير قادر على التواصل مع خط الدعم الفني المتاح فقط خلال تلك الأوقات.,محايد,استياء مباشر من تعارض أوقات الدعم مع فئة كبيرة من العملاء,شكوى,إحباط,2,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,التعارض الفعلي بين أوقات الدعم وساعات عمل شريحة واسعة من العملاء يجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
531,عاشت الأيادي، بعد الشكوى اتصل المدير بنفسه يعتذر ويتابع الحل شخصيًا.,الوسطى,قدّم عميل شكوى رسمية بخصوص مشكلة تكررت، وتفاجأ باتصال شخصي من مدير القسم نفسه للاعتذار والمتابعة الشخصية لحل المشكلة.,مدح,امتنان عميق وصادق لمتابعة إدارية شخصية تفوق التوقع,شكر,امتنان,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المتابعة الشخصية من مستوى إداري عالٍ وغير معتاد تجعل الامتنان صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
532,سبحان الله، رسوم التحويل الدولي تختلف حسب الوقت اللي أسوي فيه العملية بنفس اليوم.,الحجازية,لاحظ عميل بنكي أن رسوم التحويل الدولي تتغير بشكل ملحوظ حسب توقيت تنفيذ العملية خلال نفس اليوم دون تفسير واضح.,محايد,استغراب واستياء من تباين غير مفهوم في الرسوم,استفسار,ارتباك,2,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,الاستفسار هنا موضوعي ويحمل استياءً منطقيًا من تباين رسوم غير مفسر ضمن نفس اليوم الواحد.,Dataset4_1000
533,يا سلام، صار فيه خيار جدولة التحويلات المستقبلية بضغطة وحدة.,الشرقية,أضاف تطبيق بنكي خاصية جدولة تحويلات مالية مستقبلية بشكل تلقائي، مما وفر على العميل تكرار العملية يدويًا كل شهر.,مدح,رضا حقيقي عن ميزة عملية توفر وقتًا فعليًا,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذه الميزة الجديدة تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
